"STATION","NAME","DATE","ACMH","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-12",,"0.00","0.0","0.0",,"47","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-13",,"0.15","0.0","0.0",,"48","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-14",,"0.27","0.0","0.0",,"49","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-15",,"0.00","0.0","0.0",,"51","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-16",,"0.00","0.0","0.0",,"49","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-17",,"0.00","0.0","0.0",,"52","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-18",,"0.01","0.0","0.0",,"49","32",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-19",,"0.00","0.0","0.0",,"51","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-20",,"0.00","0.0","0.0",,"47","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-21",,"0.27","0.0","0.0",,"48","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-22",,"0.70","0.0","0.0",,"54","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-23",,"0.00","0.0","0.0",,"52","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-24",,"0.17","0.0","0.0",,"49","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-25",,"0.52","0.0","0.0",,"46","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-26",,"0.00","0.0","0.0",,"55","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-27",,"0.00","0.0","0.0",,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-28",,"0.95","0.0","0.0",,"46","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-29",,"0.89","0.0","0.0",,"49","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-30",,"0.00","0.0","0.0",,"51","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1986-12-31",,"0.09","0.0","0.0",,"48","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-01",,"0.55","0.0","0.0",,"48","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-02",,"0.49","0.0","0.0",,"49","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-03",,"0.48","0.0","0.0",,"51","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-04",,"0.04","0.0","0.0",,"48","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-05",,"0.00","0.0","0.0",,"46","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-06",,"0.00","0.0","0.0",,"44","31",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-07",,"0.00","0.0","0.0",,"40","30",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-08",,"0.00","0.0","0.0",,"44","27",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-09",,"0.00","0.0","0.0",,"46","28",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-10",,"0.01","0.0","0.0",,"49","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-11",,"0.05","0.0","0.0",,"61","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-12",,"0.72","0.0","0.0",,"48","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-13",,"0.41","0.0","0.0",,"43","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-14",,"0.00","0.0","0.0",,"42","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-15",,"0.00","0.0","0.0",,"38","26",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-16",,"0.00","0.0","0.0",,"38","30",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-17",,"0.00","0.0","0.0",,"42","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-18",,"0.06","0.0","0.0",,"41","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-19",,"0.00","0.0","0.0",,"44","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-20",,"0.00","0.0","0.0",,"49","33",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-21",,"0.00","0.0","0.0",,"42","32",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-22",,"0.00","0.0","0.0",,"48","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-23",,"0.09","0.0","0.0",,"46","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-24",,"0.38","0.0","0.0",,"49","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-25",,"0.00","0.0","0.0",,"49","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-26",,"0.38","0.0","0.0",,"49","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-27",,"0.36","0.0","0.0",,"49","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-28",,"0.43","0.0","0.0",,"49","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-29",,"0.05","0.0","0.0",,"53","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-30",,"0.03","0.0","0.0",,"52","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-01-31",,"1.54","0.0","0.0",,"46","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-01",,"0.33","0.0","0.0",,"53","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-02",,"0.02","0.0","0.0",,"45","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-03",,"0.22","0.0","0.0",,"54","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-04",,"0.15","0.0","0.0",,"52","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-05",,"0.00","0.0","0.0",,"63","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-06",,"0.00","0.0","0.0",,"56","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-07",,"0.00","0.0","0.0",,"51","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-08",,"0.00","0.0","0.0",,"62","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-09",,"0.01","0.0","0.0",,"59","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-10",,"0.00","0.0","0.0",,"62","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-11",,"0.20","0.0","0.0",,"58","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-12",,"0.02","0.0","0.0",,"61","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-13",,"0.16","0.0","0.0",,"56","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-14",,"0.00","0.0","0.0",,"51","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-15",,"0.24","0.0","0.0",,"54","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-16",,"0.07","0.0","0.0",,"50","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-17",,"0.02","0.0","0.0",,"48","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-18",,"0.00","0.0","0.0",,"47","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-19",,"0.04","0.0","0.0",,"47","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-20",,"0.00","0.0","0.0",,"49","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-21",,"0.00","0.0","0.0",,"49","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-22",,"0.06","0.0","0.0",,"47","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-23",,"0.00","0.0","0.0",,"55","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-24",,"0.00","0.0","0.0",,"49","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-25",,"0.00","0.0","0.0",,"50","31",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-26",,"0.00","0.0","0.0",,"51","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-27",,"0.22","0.0","0.0",,"49","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-02-28",,"0.33","0.0","0.0",,"44","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-01",,"0.10","0.0","0.0",,"49","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-02",,"0.78","0.0","0.0",,"51","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-03",,"1.59","0.0","0.0",,"55","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-04",,"0.02","0.0","0.0",,"68","49",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-05",,"0.48","0.0","0.0",,"55","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-06",,"0.07","0.0","0.0",,"55","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-07",,"0.00","0.0","0.0",,"55","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-08",,"0.02","0.0","0.0",,"57","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-09",,"0.42","0.0","0.0",,"54","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-10",,"0.22","0.0","0.0",,"57","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-11",,"0.27","0.0","0.0",,"54","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-12",,"0.14","0.0","0.0",,"57","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-13",,"0.18","0.0","0.0",,"55","45",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-14",,"0.08","0.0","0.0",,"51","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-15",,"0.34","0.0","0.0",,"53","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-16",,"0.27","0.0","0.0",,"52","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-17",,"0.07","0.0","0.0",,"55","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-18",,"0.13","0.0","0.0",,"50","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-19",,"0.00","0.0","0.0",,"53","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-20",,"0.00","0.0","0.0",,"56","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-21",,"0.00","0.0","0.0",,"58","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-22",,"0.00","0.0","0.0",,"60","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-23",,"0.02","0.0","0.0",,"53","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-24",,"0.00","0.0","0.0",,"58","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-25",,"0.30","0.0","0.0",,"51","39",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-26",,"0.00","0.0","0.0",,"53","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-27",,"0.00","0.0","0.0",,"53","35",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-28",,"0.00","0.0","0.0",,"56","34",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-29",,"0.00","0.0","0.0",,"64","36",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-30",,"0.00","0.0","0.0",,"67","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-03-31",,"0.00","0.0","0.0",,"66","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-01",,"0.00","0.0","0.0",,"79","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-02",,"0.00","0.0","0.0",,"70","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-03",,"0.68","0.0","0.0",,"51","48",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-04",,"0.00","0.0","0.0",,"61","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-05",,"0.06","0.0","0.0",,"59","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-06",,"0.04","0.0","0.0",,"60","47",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-07",,"0.48","0.0","0.0",,"60","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-08",,"0.03","0.0","0.0",,"55","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-09",,"0.00","0.0","0.0",,"59","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-10",,"0.34","0.0","0.0",,"56","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-11",,"0.07","0.0","0.0",,"55","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-12",,"0.00","0.0","0.0",,"57","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-13",,"0.00","0.0","0.0",,"67","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-14",,"0.17","0.0","0.0",,"63","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-15",,"0.00","0.0","0.0",,"57","50",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-16",,"0.05","0.0","0.0",,"58","46",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-17",,"0.13","0.0","0.0",,"52","41",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-18",,"0.02","0.0","0.0",,"51","40",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-19",,"0.00","0.0","0.0",,"57","37",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-20",,"0.00","0.0","0.0",,"59","38",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-21",,"0.00","0.0","0.0",,"60","43",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-22",,"0.00","0.0","0.0",,"56","44",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-23",,"0.00","0.0","0.0",,"67","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-24",,"0.00","0.0","0.0",,"60","42",
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","1987-04-25",,"0.00","0.0","0.0",,"61","40",
